id,food_profile
AUS_DATA_812,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, fillet, lean, grilled, no added fat
- 详细描述：Lamb from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed. Grilled for 6 minutes.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：The majority of nutrient data was derived from a composite of 10 samples of cooked lamb fillet purchased in Sydney in 1992. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Folate, retinol, I, tryptophan and trans fat were imputed from other lamb cuts. Proximates (starch, fibre, total sugars, alcohol), vitamins (C, beta-carotene, folic acid) and caffeine were imputed zero. 
- 公共食物键码：F004953

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.453 mg/kg
  - 镉 (Cadmium, Cd): 0.199 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.59 mg/kg
  - 水分 (Moisture): 34.5 g/100g"
AUS_DATA_813,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, fillet, untrimmed, raw
- 详细描述：Raw lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F004956

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.079 mg/kg
  - 镉 (Cadmium, Cd): 0.02 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.34 mg/kg
  - 水分 (Moisture): 84.3 g/100g"
AUS_DATA_814,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, fillet, untrimmed, grilled, no added fat
- 详细描述：Cooked lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat. Grilled for 6 minutes.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F004955

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.271 mg/kg
  - 镉 (Cadmium, Cd): 0.181 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.34 mg/kg
  - 水分 (Moisture): 47.2 g/100g"
AUS_DATA_815,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, lean, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：Proximates were derived from a composite of 10 samples of leg roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins (retinol, beta-carotene, alpha-tocopherol), Se and fatty acids were derived from pooled samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash was derived from samples of tunnel boned leg purchased in Sydney in 1992. Tryptophan was derived from samples of loin chop in 2008. Other vitamins and minerals were derived from 8 samples of leg roast purchased across Australia in 1996. Iodine was imputed from beef rump steak. Folate was imputed from lamb chump chop. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005013

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.331 mg/kg
  - 镉 (Cadmium, Cd): 0.035 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.22 mg/kg
  - 水分 (Moisture): 50.1 g/100g"
AUS_DATA_816,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, lean, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：Proximates were derived from a composite of 10 samples of leg roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from pooled samples gathered for proximate analysis in the same program. Other vitamins and minerals were derived from 8 samples of leg roast purchased across Australia in 1996. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Tryptophan was derived from analysis of loin chop in 2008. Ash was imputed from tunnel boned leg. Iodine was imputed from beef rump steak. Folate was imputed from lamb chump chop. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005014

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.162 mg/kg
  - 镉 (Cadmium, Cd): 0.15 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.94 mg/kg
  - 水分 (Moisture): 15.4 g/100g"
AUS_DATA_817,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, semi-trimmed, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005015

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：68.4% (lean meat 63.7%, internal fat 4.7%)
- 未分析部位(废弃率)：31.6% (external fat 8.2%, bone/gristle 23.4%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.145 mg/kg
  - 镉 (Cadmium, Cd): 0.088 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.32 mg/kg
  - 水分 (Moisture): 66.2 g/100g"
AUS_DATA_818,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, semi-trimmed, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005016

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：64.2% (lean meat 60%, internal fat 4.2%)
- 未分析部位(废弃率)：35.8% (external fat 5.9%, bone/gristle 29.9%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.408 mg/kg
  - 镉 (Cadmium, Cd): 0.144 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.44 mg/kg
  - 水分 (Moisture): 83.8 g/100g"
AUS_DATA_819,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, untrimmed, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005017

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：76.6% (lean meat 63.7%, internal fat 4.7%, external fat 8.2%)
- 未分析部位(废弃率)：23.4% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.212 mg/kg
  - 镉 (Cadmium, Cd): 0.024 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.86 mg/kg
  - 水分 (Moisture): 21.2 g/100g"
AUS_DATA_820,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, leg roast, untrimmed, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005018

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：70.1% (lean meat 60%, internal fat 4.2%, external fat 5.9%)
- 未分析部位(废弃率)：29.9% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.471 mg/kg
  - 镉 (Cadmium, Cd): 0.171 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.69 mg/kg
  - 水分 (Moisture): 34.0 g/100g"
AUS_DATA_821,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, lean, raw
- 详细描述：Raw lamb from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：Proximates and fatty acids were derived from a composite of 10 samples of loin chop purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins (retinol, beta-carotene, alpha-tocopherol) and Se were derived from pooled samples using various combinations of the 10 cuts gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Tryptophan was derived from a 2008 analysis of loin chop. Ash was derived from samples of eye of loin purchased in Sydney in 1992. Vitamins (B1, B2, B3, B6, B12), minerals and cholesterol were derived from 8 samples of loin chop purchased across Australia in 1996. Iodine was imputed from beef rump steak. Folate was imputed from lamb chump chop. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005027

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.418 mg/kg
  - 镉 (Cadmium, Cd): 0.181 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.95 mg/kg
  - 水分 (Moisture): 21.8 g/100g"
AUS_DATA_822,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, lean, grilled, no added fat
- 详细描述：Cooked lamb from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：Proximates and fatty acids were derived from a composite of 10 samples of loin chops purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins and minerals were derived from pooled samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Tryptophan was derived from analysis of loin chop in 2008. Vitamins (B1, B2, B3, B6 B12), minerals and cholesterol were derived from 8 samples of loin chop purchased across Australia in 1996. Iodine was imputed from beef rump steak. Ash was derived from samples of eye of loin purchased in Sydney in 1992. Folate was imputed from lamb chump chop. Proximates (starch, individual sugars, fibre, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005026

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.164 mg/kg
  - 镉 (Cadmium, Cd): 0.141 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.65 mg/kg
  - 水分 (Moisture): 72.1 g/100g"
AUS_DATA_823,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, semi-trimmed, raw
- 详细描述：Raw lamb from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005037

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：59.6% (lean meat 52.9%, internal fat 6.7%)
- 未分析部位(废弃率)：39.4% (external fat 24.1%, bone/gristle 15.3%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.455 mg/kg
  - 镉 (Cadmium, Cd): 0.132 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.06 mg/kg
  - 水分 (Moisture): 57.5 g/100g"
AUS_DATA_824,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, semi-trimmed, grilled, no added fat
- 详细描述：Cooked lamb from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005036

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：68.2% (lean meat 62.9%, internal fat 5.3%)
- 未分析部位(废弃率)：31.8% (external fat 12.5%, bone/gristle 19.3%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.16 mg/kg
  - 镉 (Cadmium, Cd): 0.145 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.21 mg/kg
  - 水分 (Moisture): 48.1 g/100g"
AUS_DATA_825,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, untrimmed, raw
- 详细描述：Raw lamb from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005044

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：83.7% (lean meat 52.9%, internal fat 6.7%, external fat 24.1%)
- 未分析部位(废弃率)：15.3% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.431 mg/kg
  - 镉 (Cadmium, Cd): 0.161 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.45 mg/kg
  - 水分 (Moisture): 27.8 g/100g"
AUS_DATA_826,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, loin chop, untrimmed, grilled, no added fat
- 详细描述：Cooked lamb from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005043

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：80.7% (lean meat 62.9%, internal fat 5.3%, external fat 12.5%)
- 未分析部位(废弃率)：19.3% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.177 mg/kg
  - 镉 (Cadmium, Cd): 0.046 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.0 mg/kg
  - 水分 (Moisture): 55.9 g/100g"
AUS_DATA_827,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, mince, raw
- 详细描述：Raw minced lamb.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：The majority of nutrient data were derived from a composite of 8 samples of lamb mince purchased in Sydney and Melbourne in 2002 (MLA, 2007). Fatty acids were derived from a pooled sample of 3 leg cuts using the samples gathered for proximate analysis in the same samples. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash was derived from samples of lamb mince purchased in Sydney in 1992. Tryptophan was derived from analysis of loin chop in 2008. Iodine was imputed from beef rump steak. Folate was imputed from lamb chump chop. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005049

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.95
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.052 mg/kg
  - 镉 (Cadmium, Cd): 0.129 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.76 mg/kg
  - 水分 (Moisture): 75.1 g/100g"
AUS_DATA_828,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, mince, stir-fried, no added fat
- 详细描述：Minced lamb fried with no added fat.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：The majority of nutrient data were derived from a composite of 10 samples of lamb mince purchased in Sydney and Melbourne in 2002 (MLA, 2007). Fatty acids were derived from a pooled sample of 3 leg cuts using the samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA, 1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash was derived from samples of lamb mince purchased in Sydney in 1992. Tryptophan was derived from analysis of loin chop in 2008. Iodine was imputed from beef rump steak. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005050

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.95
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.1 mg/kg
  - 镉 (Cadmium, Cd): 0.087 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.29 mg/kg
  - 水分 (Moisture): 68.8 g/100g"
AUS_DATA_829,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, mini roast, lean, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees  celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：Proximates and most minerals were derived from a composite of 10 samples of trim lamb mini roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins and fatty acids were derived from pooled samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Tryptophan was derived from analysis of loin chop in 2008. Iodine was imputed from beef rump steak. Ash, vitamins (B1, B2, B3, B6, B12), minerals (Na, Fe, Mg, Zn) and cholesterol were imputed from tunnel boned leg purchased in Sydney during 1992. Folate was imputed from lamb chump chop. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.
- 公共食物键码：F005053

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：6.25
- 脂肪换算系数 (Fat Factor)：0.92
- 比重 (Specific Gravity)：0.0
- 分析部位：100%
- 未分析部位(废弃率)：0%

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.143 mg/kg
  - 镉 (Cadmium, Cd): 0.119 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.48 mg/kg
  - 水分 (Moisture): 29.3 g/100g"
AUS_DATA_830,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, mini roast, semi-trimmed, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees  celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005054

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：93.3% (lean meat 87.4%, internal fat 5.9%)
- 未分析部位(废弃率)：6.8% (external fat 5.3%, bone/gristle 1.5%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.2 mg/kg
  - 镉 (Cadmium, Cd): 0.076 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.72 mg/kg
  - 水分 (Moisture): 20.3 g/100g"
AUS_DATA_831,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, mini roast, untrimmed, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees  celsius with no added fat. Lean muscle meat with internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005055

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：98.6% (lean meat 87.4%, internal fat 5.9%, external fat 5.3%)
- 未分析部位(废弃率)：1.5% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.11 mg/kg
  - 镉 (Cadmium, Cd): 0.177 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.61 mg/kg
  - 水分 (Moisture): 40.6 g/100g"
AUS_DATA_832,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, roasting piece, leg or mini roast, lean, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005068

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：87.1% (lean meat 85.4%, inseparable internal fat 1.7%)
- 未分析部位(废弃率)：12.9% (internal fat 4.3%, external fat 7.2%, bone/gristle 1.4%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.131 mg/kg
  - 镉 (Cadmium, Cd): 0.072 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.93 mg/kg
  - 水分 (Moisture): 37.8 g/100g"
AUS_DATA_833,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, roasting piece, leg or mini roast, lean, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees  celsius with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005069

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：88.3% (lean meat 87.4%, inseparable internal fat 0.9%)
- 未分析部位(废弃率)：11.8% (internal fat 5%, external fat 5.3%, bone/gristle 1.5%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.228 mg/kg
  - 镉 (Cadmium, Cd): 0.012 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.05 mg/kg
  - 水分 (Moisture): 14.1 g/100g"
AUS_DATA_834,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, roasting piece, leg or mini roast, semi-trimmed, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat and internal fat. Majority of external fat removed.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005070

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：91.4% (lean meat 85.4%, internal fat 6%)
- 未分析部位(废弃率)：8.6% (external fat 7.2%, bone/gristle 1.4%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.02 mg/kg
  - 镉 (Cadmium, Cd): 0.038 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.65 mg/kg
  - 水分 (Moisture): 59.8 g/100g"
AUS_DATA_835,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, roasting piece, leg or mini roast, semi-trimmed, roasted, no added fat
- 详细描述：Cooked lamb from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees  celsius with no added fat. Lean muscle meat and internal fat. Majority of external fat removed after cooking.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005071

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：93.3% (lean meat 87.4%, internal fat 5.9%)
- 未分析部位(废弃率)：6.8% (external fat 5.3%, bone/gristle 1.5%)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.43 mg/kg
  - 镉 (Cadmium, Cd): 0.143 mg/kg
  - 综合农药残留 (Pesticide Residues): 0.27 mg/kg
  - 水分 (Moisture): 57.3 g/100g"
AUS_DATA_836,"【农产品基本信息】
- 数据来源：Australia Primary Food
- 产品/样本名称：Lamb, roasting piece, leg or mini roast, untrimmed, raw
- 详细描述：Raw lamb from the hind portion of the carcase. Lean muscle meat with all internal and external fat attached.
- 分类归属：Lamb and mutton (编号: 18102)
- 采样详情：These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.
- 公共食物键码：F005072

【理化特性指标】
- 氮换算系数 (Nitrogen Factor)：0.0
- 脂肪换算系数 (Fat Factor)：0.0
- 比重 (Specific Gravity)：0.0
- 分析部位：98.6% (lean meat 85.4%, internal fat 6%, external fat 7.2%)
- 未分析部位(废弃率)：1.4% (bone/gristle)

【实验室污染物随机测定数据明细】
  - 铅 (Lead, Pb): 0.122 mg/kg
  - 镉 (Cadmium, Cd): 0.044 mg/kg
  - 综合农药残留 (Pesticide Residues): 1.77 mg/kg
  - 水分 (Moisture): 31.7 g/100g"
